participant_id,age_group,gender,education,occupation,country_of_residence,nationality,race,native_tongue,languages_spoken,english_fluency,political_party,political_inclination,listening_habits,tech_savy,ai_experience,media_consumption,participant_date_of_entry,rating_id,audio_clip_id,speech_clarity,speech_persuasiveness,speech_pace_engagement,speaker_trustworthiness,speech_trustworthiness,speaker_competence,speech_speed_influence,pitch_sincerity_effect,loudness_attention_influence,realness_scale,realness_perception,influenced_by_tone,influenced_by_quality,influenced_by_content,confidence_level,policy_agreement,likelihood_to_vote,open_ended_response,group_no,share_likely_private,share_likely_public,report_misleading,downrank_agree,watermark_action,candidate_position_after,agreement_candidate_position,candidate_consistency,candidate_alignment,confidence_candidate_position,em_anger,em_fear,em_enthusiasm,em_pride,mip_topics,mip_topics_before,perceived_threat,identity_threat,salience_before,stance_before,salience_after,stance_after,rating_created_at,topic,speaker,group
620,51-60,she/her/hers,High school or equivalent,Hospitality & Food Services,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Music"", ""Podcasts""]",Somewhat comfortable,Beginner,Other,2025-11-08 15:13:52,1529,484,10,10,10,10,10,10,10,10,10,9,1,1,0,0,10,10,10,,2,1,1,0,10,1,10,10,10,10,10,9,1,9,9,"National Security, Economy, Climate, Government / Poor leadership, Poverty / Homelessness","Climate, Economy, Government / Poor leadership",4,1,4,4,10,10,2025-11-08 15:13:52,Immigration,Harris,2
621,41-50,she/her/hers,High school or equivalent,Unemployed,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-08 17:23:07,1531,555,10,9,10,9,10,10,10,10,8,9,1,1,1,0,9,10,9,"As a supporter of Trump, this sounded like him altho it was grainy it sounded more like him because of the way the speech was. ",2,8,5,0,6,1,9,10,10,10,9,1,1,8,8,"Economy, Climate, Poverty / Homelessness","Economy, Climate, Poverty / Homelessness",10,1,10,7,10,9,2025-11-08 17:31:30,Economy,Trump,2
622,51-60,he/him/his,Bachelor's degree,Unemployed,US,"[""Lebanon""]","[""White""]","[""Arabic""]",2,Proficient (C2),Independent,5,"[""Audiobooks"", ""Music""]",Very comfortable,Intermediate,Series binge-watcher,2025-11-08 17:25:47,1532,462,1,1,5,1,1,1,1,10,1,5,1,0,0,1,5,5,1,no,2,1,1,0,10,1,5,5,8,3,9,1,1,1,1,"Economy, Climate, Government / Poor leadership, Healthcare","Economy, Climate, Government / Poor leadership, Healthcare",10,1,10,10,10,5,2025-11-08 17:32:02,Economy,Harris,2
623,51-60,she/her/hers,Bachelor's degree,Retail & Customer Service,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Music""]",Comfortable,Intermediate,Bookworm,2025-11-08 17:31:58,1535,562,10,10,9,9,9,9,9,3,3,7,1,1,1,1,8,9,9,I think that it is interesting that Trump was discussing the topic of the economy because that is a very important topic that goes along with my beliefs even though I don't know for sure if his plan will work.,2,1,1,0,2,4,8,9,9,9,10,1,1,8,7,Economy,Economy,2,2,10,10,10,7,2025-11-08 17:47:16,Economy,Trump,2
624,51-60,she/her/hers,Associate degree,Healthcare & Medical,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-08 17:43:26,1536,560,10,9,8,8,8,10,10,1,4,3,0,1,0,0,4,9,10,Not particularly. ,2,3,3,0,6,3,8,10,9,10,9,1,1,9,9,"Economy, National Security, Immigration","Economy, National Security, Immigration",6,1,10,10,10,10,2025-11-08 17:49:30,Economy,Trump,2
625,60<,she/her/hers,High school or equivalent,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-08 17:49:08,1538,586,10,8,10,10,9,8,10,7,8,8,1,1,1,1,3,9,8,,2,1,1,0,1,1,3,9,7,8,8,1,1,4,3,Government / Poor leadership,Government / Poor leadership,1,1,5,4,5,2,2025-11-08 17:58:50,Climate,Trump,2
626,31-40,he/him/his,High school or equivalent,Healthcare & Medical,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,10,"[""Music"", ""Podcasts"", ""White Noise""]",Very comfortable,Intermediate,News junkie,2025-11-08 17:50:20,1537,588,10,10,10,10,10,10,10,10,10,1,0,0,0,1,10,10,10,,2,1,1,0,10,10,10,10,10,10,10,1,1,10,10,"Immigration, National Security, Economy","Immigration, National Security, Economy",10,1,10,10,10,10,2025-11-08 17:56:29,Racism,Trump,2
627,60<,she/her/hers,High school or equivalent,Retail & Customer Service,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Audiobooks""]",Comfortable,Beginner,Bookworm,2025-11-08 17:57:09,1539,470,10,9,10,10,10,10,10,1,8,6,1,1,0,0,3,9,10,,2,1,1,0,8,5,7,10,10,10,8,1,1,3,4,"Economy, Racism, Climate, Government / Poor leadership","Economy, Racism, Climate, Government / Poor leadership, Healthcare",4,1,6,7,5,7,2025-11-08 18:01:24,Education,Harris,2
629,31-40,she/her/hers,High school or equivalent,Freelance & Self-employed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Comfortable,No Experience,Bookworm,2025-11-08 18:12:58,1541,478,10,8,9,8,8,8,9,8,8,7,1,0,1,1,6,10,10,Nothing I can think of.,2,4,3,0,10,10,1,10,8,10,7,1,1,9,9,Racism,Racism,1,1,9,1,9,1,2025-11-08 18:16:54,Gender,Harris,2
632,31-40,he/him/his,High school or equivalent,Freelance & Self-employed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Comfortable,Beginner,Series binge-watcher,2025-11-08 18:29:06,1548,459,10,6,7,8,8,9,9,6,7,9,1,1,1,1,9,1,10,"It's just sadly surprising, but also unsurprising, that that kind of behavior would be happening",2,1,1,0,6,7,9,10,10,10,10,6,4,1,1,"Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Government / Poor leadership, Unifying the country, Poverty / Homelessness, Healthcare, Crime & Public safety, Elections / Democracy, Gender, Education, Climate, Racism, Economy",7,7,8,8,8,8,2025-11-08 18:35:54,Racism,Harris,2
634,41-50,she/her/hers,Bachelor's degree,Transportation & Logistics,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Somewhat comfortable,Beginner,Series binge-watcher,2025-11-08 18:30:55,1557,568,7,7,1,6,8,3,7,10,9,1,0,1,1,1,10,9,1,"Trump would never subsidize child care so that stood out. Also some of the tone, pace and inflection was telling.",2,1,1,1,10,1,1,3,1,8,10,8,1,1,1,Government / Poor leadership,Government / Poor leadership,9,7,10,10,10,8,2025-11-08 18:43:54,Education,Trump,2
636,41-50,she/her/hers,High school or equivalent,"Arts, Design & Media",US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Audiobooks""]",Very comfortable,Intermediate,Social media scroller,2025-11-08 18:31:58,1547,470,10,7,10,7,8,10,10,1,5,10,1,0,0,1,10,10,10,"The clip seemed to attack Donald Trump but did not offer a real solution to the problem, only highlighted the problem",2,1,1,0,5,1,1,10,8,10,10,1,1,6,6,"Immigration, Economy, Racism, Climate, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness","Immigration, Economy, Racism, Climate, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness",3,1,5,5,5,5,2025-11-08 18:35:52,Education,Harris,2
637,41-50,he/him/his,High school or equivalent,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,6,"[""Audiobooks""]",Very comfortable,Advanced,Podcast listener,2025-11-08 18:35:16,1554,577,9,5,7,5,5,3,9,7,6,7,1,0,0,1,2,9,8,,2,1,1,0,8,1,9,10,7,9,9,2,1,6,7,Unifying the country,Immigration,9,2,9,10,9,10,2025-11-08 18:39:41,Immigration,Trump,2
639,41-50,he/him/his,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Comfortable,Beginner,Series binge-watcher,2025-11-08 18:48:02,1558,580,9,1,5,1,1,5,8,1,1,1,0,0,1,1,10,1,1,,2,1,1,1,3,8,10,1,7,1,8,1,1,1,1,"Economy, Government / Poor leadership, Poverty / Homelessness, Unifying the country","Poverty / Homelessness, Economy, Government / Poor leadership, Unifying the country",4,1,4,3,4,3,2025-11-08 18:53:43,NationalSecurity,Trump,2
644,31-40,she/her/hers,Bachelor's degree,Finance & Accounting,US,"[""Mexico""]","[""Hispanic or Latino""]","[""Spanish""]",2,Proficient (C2),Democrats,3,"[""Music"", ""Podcasts"", ""Audiobooks""]",Comfortable,Intermediate,Social media scroller,2025-11-08 19:10:15,1560,566,7,3,4,1,1,4,10,10,9,1,0,1,0,1,9,9,1,,2,1,1,0,10,4,7,8,1,8,10,3,1,1,1,"Immigration, Economy, Racism, Government / Poor leadership, Poverty / Homelessness, Unifying the country","Immigration, Economy, Racism, Government / Poor leadership, Poverty / Homelessness, Unifying the country",1,1,7,7,7,7,2025-11-08 19:15:09,Education,Trump,2
645,41-50,he/him/his,High school or equivalent,Government & Public Sector,US,"[""United States of America""]","[""White"", ""Asian""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Podcasts"", ""Audiobooks""]",Very comfortable,Intermediate,Casual viewer,2025-11-08 19:14:11,1561,482,10,3,5,2,2,2,6,6,2,8,1,1,1,1,8,3,1,"Not sure why some of the questions repeated at the end. Other than that, all good.",2,1,1,0,1,6,2,2,1,2,7,5,2,2,2,"Immigration, Crime & Public safety, Economy, Poverty / Homelessness","Immigration, Economy, Crime & Public safety, Poverty / Homelessness",7,1,8,8,8,8,2025-11-08 19:19:21,Immigration,Harris,2
646,51-60,she/her/hers,Associate degree,Retail & Customer Service,US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Nature Sounds""]",Somewhat comfortable,No Experience,Casual viewer,2025-11-08 19:26:37,1563,571,10,10,10,10,10,10,10,7,7,9,1,0,0,1,9,8,9,nothing seemed to stand out.  Trump has been consistent on his views on that topic.,2,1,1,0,8,2,10,10,8,10,8,1,1,6,5,"Economy, Immigration, Healthcare, Poverty / Homelessness","Economy, Healthcare, Immigration, Poverty / Homelessness",5,1,8,10,8,7,2025-11-08 19:39:19,Gender,Trump,2
647,41-50,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Podcasts"", ""Audiobooks""]",Very comfortable,Intermediate,Social media scroller,2025-11-08 19:39:36,1564,575,6,1,4,1,1,1,5,1,5,3,0,1,0,0,6,1,1,,2,1,1,0,6,1,10,1,10,1,10,1,1,1,1,"National Security, Economy","National Security, Economy",2,1,5,5,5,5,2025-11-08 19:43:37,Immigration,Trump,2
655,60<,he/him/his,Bachelor's degree,Government & Public Sector,US,"[""Italy""]","[""White""]","[""English""]",1,Advanced (C1),Independent,5,"[""Podcasts"", ""Audiobooks""]",Very comfortable,Expert,Social media scroller,2025-11-08 20:12:45,1578,581,10,1,1,1,1,2,1,10,1,1,0,0,0,1,10,1,1,,2,1,1,0,10,1,10,6,2,1,10,1,1,1,1,Elections / Democracy,"Crime & Public safety, Healthcare, Elections / Democracy",1,1,10,10,7,7,2025-11-08 20:12:46,NationalSecurity,Trump,2
656,31-40,she/her/hers,Bachelor's degree,Healthcare & Medical,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""White Noise"", ""Podcasts""]",Very comfortable,Advanced,Podcast listener,2025-11-08 20:18:56,1579,586,5,3,1,4,4,7,9,6,7,8,1,1,0,0,8,7,6,,2,1,1,0,10,4,7,6,6,6,5,1,4,6,2,"Economy, Racism, Climate, Government / Poor leadership, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Economy, Racism, Government / Poor leadership, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country, Climate",10,1,10,10,10,10,2025-11-08 20:22:42,Climate,Trump,2
660,51-60,she/her/hers,Associate degree,Manufacturing & Production,US,"[""France""]","[""White""]","[""English""]",1,Proficient (C2),Independent,1,"[""Audiobooks""]",Very comfortable,Advanced,News junkie,2025-11-08 21:03:30,1585,459,10,10,10,10,10,10,10,10,10,3,0,0,0,0,7,10,10,No,2,1,1,0,1,1,1,1,10,10,10,10,10,1,1,Economy,Economy,10,1,10,1,10,1,2025-11-08 21:07:07,Racism,Harris,2
664,51-60,he/him/his,Bachelor's degree,Engineering & Architecture,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Podcasts"", ""Audiobooks""]",Very comfortable,Intermediate,Podcast listener,2025-11-08 21:30:54,1590,482,10,8,7,9,10,10,10,1,1,10,1,0,0,1,9,10,10,"The format of this survey was distracting and slightly confusing…The way I’m prompted to click and interact, along with horizontal colored bands seems distracting and inconsistent with other surveys I’ve taken. ",2,5,4,0,9,5,2,10,10,10,10,1,1,9,7,"Immigration, Climate, Economy, Education, Government / Poor leadership, Elections / Democracy","Immigration, Economy, Education, Elections / Democracy, Healthcare, Government / Poor leadership",3,1,10,1,10,1,2025-11-08 21:38:03,Immigration,Harris,2
665,51-60,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Comfortable,Intermediate,Series binge-watcher,2025-11-08 21:31:11,1589,468,10,8,9,9,10,9,10,10,9,9,1,1,0,0,9,8,6,no,2,6,6,0,6,7,8,5,6,7,7,6,2,4,3,"Education, Government / Poor leadership, Healthcare, Poverty / Homelessness, Economy","Immigration, Climate, Healthcare, Poverty / Homelessness, Economy, National Security, Unifying the country",8,8,8,8,9,4,2025-11-08 21:36:30,Education,Harris,2
667,41-50,she/her/hers,High school or equivalent,Unemployed,US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Very comfortable,Beginner,Social media scroller,2025-11-08 21:31:27,1593,473,9,1,2,1,1,1,6,4,2,10,1,1,0,1,9,1,1,no,2,1,1,0,10,1,1,1,1,1,1,10,10,1,1,Immigration,Immigration,10,10,10,10,10,10,2025-11-08 21:40:28,Gender,Harris,2
673,41-50,he/him/his,Bachelor's degree,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Nature Sounds""]",Very comfortable,Intermediate,Podcast listener,2025-11-08 21:34:22,1599,472,6,5,7,6,7,7,7,6,6,6,1,1,0,0,6,5,5,The survey is engaging!,2,7,5,0,5,5,4,4,5,5,5,5,5,5,5,Crime & Public safety,"Immigration, Government / Poor leadership, Crime & Public safety",7,4,8,8,6,8,2025-11-08 21:43:45,Gender,Harris,2
675,31-40,she/her/hers,High school or equivalent,Unemployed,US,"[""Republic of Korea"", ""Italy"", ""Ukraine""]","[""Asian"", ""White""]","[""English""]",1,Proficient (C2),Independent,9,"[""Podcasts""]",Comfortable,Intermediate,Social media scroller,2025-11-08 21:39:10,1594,468,9,6,6,2,2,4,10,1,3,4,0,0,0,1,5,5,2,,2,1,1,0,5,2,5,3,2,5,2,6,6,5,4,Poverty / Homelessness,"Healthcare, Poverty / Homelessness",8,8,5,9,7,9,2025-11-08 21:41:57,Education,Harris,2
676,31-40,he/him/his,High school or equivalent,Other,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music"", ""Podcasts"", ""Other""]",Very comfortable,Intermediate,News junkie,2025-11-08 21:40:10,1605,472,10,1,5,6,5,5,1,1,1,4,0,1,0,0,1,4,4,No.,2,1,1,0,10,1,1,4,5,3,10,1,1,1,1,"Economy, Gender, Government / Poor leadership, Elections / Democracy","Economy, Climate, Government / Poor leadership, Elections / Democracy",1,1,1,1,1,1,2025-11-08 21:49:19,Gender,Harris,2
677,31-40,she/her/hers,Associate degree,Transportation & Logistics,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Advanced (C1),Democrats,4,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-08 21:41:56,1601,589,10,10,8,1,8,8,9,5,5,1,0,1,0,1,1,10,7,,2,1,1,0,3,10,9,9,1,10,8,1,1,8,8,"Economy, Racism, Government / Poor leadership, Healthcare, Poverty / Homelessness","Economy, Racism, Government / Poor leadership, Healthcare, Poverty / Homelessness",10,10,10,10,10,10,2025-11-08 21:46:48,Racism,Trump,2
679,60<,he/him/his,Bachelor's degree,Engineering & Architecture,US,"[""Spain""]","[""Hispanic or Latino""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Podcasts"", ""Audiobooks""]",Somewhat comfortable,Beginner,Bookworm,2025-11-08 21:44:14,1622,562,7,1,3,1,1,1,6,1,1,6,1,1,0,0,6,1,1,No,2,1,1,0,10,6,10,1,9,1,10,10,10,1,1,Economy,Economy,9,10,10,10,10,1,2025-11-08 21:59:01,Economy,Trump,2
681,60<,he/him/his,Bachelor's degree,Sales & Marketing,US,"[""Czechia""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-08 21:44:33,1612,468,3,1,3,1,1,1,9,1,1,4,0,0,1,0,7,1,1,Just the hesitation in the audio clip,2,1,1,1,10,1,1,1,3,1,10,1,1,1,1,Economy,Economy,7,3,7,10,7,7,2025-11-08 21:53:37,Education,Harris,2
682,60<,she/her/hers,Associate degree,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Nature Sounds""]",Comfortable,Beginner,Podcast listener,2025-11-08 21:44:43,1619,561,6,5,6,5,5,5,6,7,6,2,0,1,0,0,9,1,1,"The video clip did not sound exactly like trump, I am familiar with his stance on tariffs , he has never referred to tariffs as a tax and in the clip the person referred to tariffs/tax",2,1,1,1,10,10,10,1,8,1,8,7,3,1,1,"Economy, Climate, Government / Poor leadership, Poverty / Homelessness, Unifying the country, Other","Economy, Climate, Government / Poor leadership, Poverty / Homelessness, Unifying the country, Other",7,7,10,5,10,3,2025-11-08 21:57:19,Economy,Trump,2
683,31-40,she/her/hers,High school or equivalent,Information Technology (IT) & Software,US,"[""Georgia""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Podcasts""]",Comfortable,Advanced,Podcast listener,2025-11-08 21:45:23,1620,474,7,2,8,3,3,2,1,1,1,8,1,1,0,0,1,2,1,,2,1,1,0,10,6,8,1,6,1,9,5,2,1,1,Unifying the country,Unifying the country,2,1,1,1,1,1,2025-11-08 21:57:33,Climate,Harris,2
685,31-40,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,8,"[""Music""]",Very comfortable,No Experience,Series binge-watcher,2025-11-08 22:18:09,1638,480,10,1,1,1,1,1,10,1,1,10,1,0,0,1,10,1,1,I think if they aren't hurting someone or doing wrong leave them alonr,2,1,1,1,10,5,5,1,1,1,10,8,5,1,1,Crime & Public safety,Government / Poor leadership,1,6,1,10,10,5,2025-11-08 22:31:19,Immigration,Harris,2
686,51-60,he/him/his,Bachelor's degree,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,6,"[""Podcasts""]",Very comfortable,Intermediate,Podcast listener,2025-11-08 22:18:21,1624,571,10,10,8,9,9,9,9,9,8,9,1,1,0,0,9,10,9,,2,1,1,0,9,8,10,10,9,10,9,1,1,4,1,Economy,Economy,1,1,1,1,1,10,2025-11-08 22:21:42,Gender,Trump,2
687,18-30,she/her/hers,High school or equivalent,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,2,"[""Audiobooks""]",Comfortable,Beginner,Social media scroller,2025-11-08 22:18:32,1635,572,10,10,9,9,8,7,10,1,5,9,1,0,0,1,9,10,8,no nothing stood out.,2,9,5,0,10,4,10,10,9,9,8,1,1,3,7,Economy,Economy,9,4,9,9,9,9,2025-11-08 22:28:56,Gender,Trump,2
689,31-40,he/him/his,Bachelor's degree,Sales & Marketing,US,"[""Venezuela (Bolivarian Republic of)""]","[""Hispanic or Latino""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Audiobooks"", ""Music"", ""Symphonies""]",Comfortable,Advanced,Social media scroller,2025-11-08 22:19:18,1630,556,9,9,7,8,9,9,8,8,6,9,1,1,1,0,8,9,10,I found it interesting that the Climate change and this general environmental topics was discussed and emphasized in terms of its importance and acknowledgment by the public as an issue that needs to be addressed and resolved as it gets worse and becomes more ignored over time.,2,5,4,0,8,9,10,9,9,9,10,2,4,9,8,"Immigration, Climate","Climate, Immigration",7,4,9,10,9,8,2025-11-08 22:25:07,Climate,Trump,2
690,41-50,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Audiobooks"", ""Music""]",Very comfortable,Beginner,Series binge-watcher,2025-11-08 22:19:24,1629,483,9,6,6,1,2,4,9,2,1,8,1,0,0,1,8,2,1,,2,1,1,0,4,1,8,2,2,1,1,4,1,1,1,Economy,"Economy, Healthcare",8,6,4,5,2,7,2025-11-08 22:24:30,Immigration,Harris,2
691,31-40,she/her/hers,High school or equivalent,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,8,"[""Audiobooks""]",Very comfortable,Expert,Podcast listener,2025-11-08 22:19:25,1651,451,9,9,8,8,9,9,9,8,9,9,1,0,1,0,9,9,9,nothibg it was great,2,9,8,1,9,8,9,9,9,9,10,6,6,5,6,"National Security, Healthcare, Poverty / Homelessness","National Security, Healthcare, Poverty / Homelessness, Elections / Democracy",9,3,8,9,8,9,2025-11-08 22:42:42,NationalSecurity,Harris,2
695,51-60,she/her/hers,Associate degree,Other,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Somewhat comfortable,Beginner,Casual viewer,2025-11-08 22:21:48,1632,458,10,10,10,10,10,10,10,1,1,10,1,1,0,1,10,10,10,No,2,1,1,0,1,1,1,10,10,10,10,1,1,10,7,Economy,Economy,10,1,10,1,10,1,2025-11-08 22:26:46,Racism,Harris,2
696,41-50,he/him/his,Bachelor's degree,Retail & Customer Service,US,"[""Poland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Music""]",Comfortable,Beginner,News junkie,2025-11-08 22:22:56,1631,559,9,6,5,5,5,5,5,5,5,6,1,0,1,0,6,5,6,,2,2,2,0,5,5,2,7,5,5,5,2,2,3,2,Economy,Economy,3,2,6,5,6,6,2025-11-08 22:25:59,Climate,Trump,2
697,51-60,she/her/hers,Associate degree,Education & Training,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Podcasts""]",Comfortable,Beginner,Bookworm,2025-11-08 22:23:22,1634,561,8,3,7,6,6,6,10,7,7,2,0,1,0,0,9,6,1,The voice seemed like a Donald Trump impersonator,2,1,1,0,10,7,8,6,3,6,4,2,2,5,2,"Economy, Racism, Climate, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country","Racism, Economy, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country",4,6,8,5,7,6,2025-11-08 22:27:34,Economy,Trump,2
706,51-60,she/her/hers,Associate degree,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-08 22:29:06,1640,472,10,2,5,5,5,4,10,6,6,6,1,1,0,0,6,8,1,,2,1,1,0,1,5,8,2,7,1,10,1,1,1,1,Economy,Economy,4,2,2,9,2,7,2025-11-08 22:32:33,Gender,Harris,2
707,18-30,he/him/his,High school or equivalent,Healthcare & Medical,US,"[""Albania""]","[""Middle Eastern or North African""]","[""Spanish""]",2,Beginner (A1),Democrats,6,"[""Music""]",Comfortable,Beginner,Casual viewer,2025-11-08 22:30:30,1639,461,9,8,7,7,8,8,9,8,8,7,1,0,1,1,6,6,7,,2,3,3,0,7,6,9,7,8,7,8,1,1,7,7,"Economy, Crime & Public safety","Economy, Crime & Public safety",7,1,7,10,7,7,2025-11-08 22:32:14,Climate,Harris,2
708,31-40,he/him/his,High school or equivalent,Business & Management,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Audiobooks"", ""Music""]",Comfortable,Intermediate,Social media scroller,2025-11-08 22:31:02,1637,464,6,6,7,6,5,5,5,5,6,3,0,1,0,0,6,5,6,,2,2,2,0,6,7,9,5,5,6,7,8,8,5,3,Economy,Economy,9,8,9,8,9,8,2025-11-08 22:31:03,Economy,Harris,2
712,60<,he/him/his,Associate degree,Freelance & Self-employed,US,"[""China""]","[""Asian""]","[""Chinese (Mandarin)""]",2,Proficient (C2),Republicans,10,"[""Music"", ""Podcasts""]",Comfortable,Beginner,Social media scroller,2025-11-08 22:35:57,1654,450,8,1,3,1,1,1,1,9,10,1,0,1,1,1,10,1,1,fake is never interesting.,2,1,1,0,10,1,1,1,10,1,10,7,7,1,1,"National Security, Immigration, Economy","National Security, Immigration, Economy",10,10,10,10,10,10,2025-11-08 22:43:55,NationalSecurity,Harris,2
718,51-60,she/her/hers,Master's degree,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Somewhat comfortable,Beginner,Bookworm,2025-11-08 22:57:54,1666,456,5,1,5,5,4,5,5,2,1,7,1,0,1,0,1,5,2,The clip didn't give a policy stand. It simply stated a claim without any basis for it.,2,1,1,0,10,1,5,5,5,5,1,1,1,1,1,"Economy, Poverty / Homelessness, Government / Poor leadership","Economy, Government / Poor leadership, Poverty / Homelessness",3,1,1,1,1,1,2025-11-08 23:02:23,Racism,Harris,2
720,41-50,he/him/his,Master's degree,Engineering & Architecture,US,"[""United States of America"", ""Germany""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,6,"[""Audiobooks"", ""Podcasts"", ""Music""]",Comfortable,Advanced,Podcast listener,2025-11-08 22:58:38,1668,478,9,5,6,5,3,7,3,8,5,3,0,1,1,0,8,2,5,,2,3,2,1,5,4,3,3,6,2,8,4,6,3,2,"Economy, Government / Poor leadership, Crime & Public safety, Healthcare, Unifying the country","Economy, Government / Poor leadership, Crime & Public safety, Healthcare, Unifying the country",7,5,6,7,6,8,2025-11-08 23:04:27,Gender,Harris,2
721,31-40,she/her/hers,Associate degree,Retail & Customer Service,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Republicans,9,"[""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-08 23:00:01,1672,566,1,1,1,7,7,10,8,10,8,2,0,1,0,1,8,8,5,,2,2,1,1,8,8,6,1,4,8,5,8,2,1,1,"National Security, Economy",Poverty / Homelessness,2,1,8,8,8,7,2025-11-08 23:06:44,Education,Trump,2
722,51-60,he/him/his,Bachelor's degree,Manufacturing & Production,US,"[""United States of America"", ""Puerto Rico""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Podcasts""]",Very comfortable,Intermediate,News junkie,2025-11-08 23:08:06,1673,560,10,10,10,10,10,10,10,10,10,10,1,1,1,1,10,10,10,It did stand out that it could be AI created but I have heard Trump talk about policies like this - particularly with wanting cars to be made here in America.,2,10,10,0,10,10,10,10,10,10,10,1,1,10,10,Economy,Unifying the country,10,1,10,10,10,10,2025-11-08 23:12:50,Economy,Trump,2
